episodes,timesteps,env_index,track_name,rewards,progress,lengths,success,lap_times,off_track,stalled
1,1497,0,Monza,-1071.4700817719568,0.006908896308705759,499,0.0,nan,1.0,0.0
2,2391,0,Monza,-856.5376066940371,0.003616823408752022,298,0.0,nan,1.0,0.0
3,2805,2,Silverstone,-1400.4314543000837,0.011584519005031114,935,0.0,nan,1.0,0.0
4,4029,2,Silverstone,-854.2156977611594,0.006084433405749883,408,0.0,nan,1.0,0.0
5,4704,0,Monza,-1425.4901490057819,0.010216991695460762,771,0.0,nan,1.0,0.0
6,6882,2,Silverstone,-1652.3824613289908,0.012442751333424462,951,0.0,nan,1.0,0.0
7,6993,1,Melbourne,-2702.581850309478,0.03783212550091879,2331,0.0,nan,1.0,0.0
8,7440,1,Melbourne,-625.4432046459988,0.0033809455179316184,149,0.0,nan,1.0,0.0
9,7875,0,Monza,-1488.621342111961,0.016565145765838608,1057,0.0,nan,1.0,0.0
10,7881,2,Silverstone,-882.5733833303675,0.003929313905171922,333,0.0,nan,1.0,0.0
11,8532,0,Monza,-691.200486752321,0.004229388377827779,219,0.0,nan,1.0,0.0
12,9153,0,Monza,-662.8494476252235,0.004715871133331208,207,0.0,nan,1.0,0.0
13,9465,1,Melbourne,-1255.3908739730396,0.010450054917111056,675,0.0,nan,1.0,0.0
14,9918,0,Monza,-776.7273661259096,0.003829943565428331,255,0.0,nan,1.0,0.0
15,10419,2,Silverstone,-1214.7039350273553,0.014761770232949487,846,0.0,nan,1.0,0.0
16,10701,1,Melbourne,-897.6612107686233,0.0069933040657092285,412,0.0,nan,1.0,0.0
17,11283,2,Silverstone,-740.6657343050465,0.005794374601034357,288,0.0,nan,1.0,0.0
18,11772,0,Monza,-1058.470604901624,0.01176868521328544,618,0.0,nan,1.0,0.0
19,12078,2,Silverstone,-820.69469592534,0.003054699931387863,265,0.0,nan,1.0,0.0
20,12579,0,Monza,-707.0447286549024,0.004776008164384643,269,0.0,nan,1.0,0.0
21,13008,2,Silverstone,-780.5356966785621,0.006159249831787459,310,0.0,nan,1.0,0.0
22,13194,1,Melbourne,-1239.2223700368777,0.01811407664841871,831,0.0,nan,1.0,0.0
23,13317,0,Monza,-706.0014506492298,0.004288292099041906,246,0.0,nan,1.0,0.0
24,13653,1,Melbourne,-576.1114826612175,0.004619045543466532,153,0.0,nan,1.0,0.0
25,13815,2,Silverstone,-667.1487196253147,0.00608505549354953,269,0.0,nan,1.0,0.0
26,14529,1,Melbourne,-795.8218916576589,0.005377594187291722,292,0.0,nan,1.0,0.0
27,15408,2,Silverstone,-924.4684569421224,0.009042295002992657,531,0.0,nan,1.0,0.0
28,15537,1,Melbourne,-821.7864295922918,0.006329635916002576,336,0.0,nan,1.0,0.0
29,16179,2,Silverstone,-712.2891437227372,0.004502671493846805,257,0.0,nan,1.0,0.0
30,16467,0,Monza,-1437.1958234936028,0.016822599194794143,1050,0.0,nan,1.0,0.0
31,17046,1,Melbourne,-909.453631286975,0.01127807354515731,503,0.0,nan,1.0,0.0
32,17745,2,Silverstone,-827.2896506818361,0.011679076350577496,522,0.0,nan,1.0,0.0
33,18138,0,Monza,-912.9674938146491,0.013089486263416092,557,0.0,nan,1.0,0.0
34,18795,1,Melbourne,-992.7655014700722,0.010827975778047698,583,0.0,nan,1.0,0.0
35,20238,0,Monza,-1050.845034119673,0.015181980875222439,700,0.0,nan,1.0,0.0
36,21093,1,Melbourne,-1256.404261664371,0.01192898460523955,766,0.0,nan,1.0,0.0
