Nome Modello,seed,Pre fine tune,track_name,track_length_km,episodes,completion_rate,off_track_rate,stalled_rate,best_lap_time,best_time_per_km,mean_progress_ratio,mean_reward,mean_speed_kmh,mean_abs_steering_delta
ppo_f1_256_256_128_64_32_multitrack,43,True,Catalunya,4.64984375,1,1.0,0.0,0.0,87.7,18.860848818844723,0.9959029201250043,14632.696520746787,189.12731182029177,0.023968322230173762
ppo_f1_256_256_128_64_32_multitrack,43,True,Spa,7.00005029296875,1,0.0,1.0,0.0,,,0.9661489597277586,19489.020089542526,212.6673717648292,0.017110144742276078
ppo_f1_512_512_256_128_32_16_multitrack,43,True,Monza,5.7902021484375,1,1.0,0.0,0.0,92.9,16.04434484641772,0.9960086298800489,18163.857833369453,222.72550120627048,0.02373795446301174
ppo_f1_512_512_256_128_32_16_multitrack,43,True,Melbourne,5.29873486328125,1,1.0,0.0,0.0,97.30000000000001,18.362873876604354,0.9958062291734032,16465.085328396137,194.22101985102495,0.04168545008701141
ppo_f1_512_512_256_128_32_16_multitrack,43,True,Silverstone,5.8868046875,1,1.0,0.0,0.0,101.9,17.309899921832596,0.995416622982279,18267.710911814283,205.81274405139757,0.03328774231134149
ppo_f1_512_512_256_128_32_16_multitrack,43,True,Catalunya,4.64984375,1,0.0,1.0,0.0,,,0.7485616746194429,9765.969434695175,197.56120287419145,0.039725080640210214
ppo_f1_512_512_256_128_32_16_multitrack,43,True,Spa,7.00005029296875,1,0.0,0.0,1.0,,,0.05499940866077762,997.6077274972039,83.33815694855795,0.04652813347499995
ppo_f1_64_64_32_16_multitrack,44,True,Monza,5.7902021484375,1,1.0,0.0,0.0,91.10000000000001,15.733474870922004,0.9952512722276164,18208.24908535284,227.1506173614419,0.014729463613390694
ppo_f1_64_64_32_16_multitrack,44,True,Melbourne,5.29873486328125,1,1.0,0.0,0.0,94.2,17.777828562961254,0.9959689670173886,16597.43323146749,200.45578279975913,0.022627800940822677
ppo_f1_64_64_32_16_multitrack,44,True,Silverstone,5.8868046875,1,1.0,0.0,0.0,99.0,16.817272740543935,0.9955813518316255,18358.308044928057,211.78961894164323,0.017358283770524643
ppo_f1_64_64_32_16_multitrack,44,True,Catalunya,4.64984375,1,1.0,0.0,0.0,87.30000000000001,18.774824422863677,0.9959040752377432,14661.134839532771,189.57996476437046,0.022143962264449292
ppo_f1_64_64_32_16_multitrack,44,True,Spa,7.00005029296875,1,0.0,1.0,0.0,,,0.05061776987093355,549.8921085852043,138.96105220773944,0.015479698372275932
ppo_f1_128_128_64_32_multitrack,44,True,Monza,5.7902021484375,1,0.0,1.0,0.0,,,0.16327877507919747,2304.3090355197737,182.3515204039615,0.01833051225957386
ppo_f1_128_128_64_32_multitrack,44,True,Melbourne,5.29873486328125,1,1.0,0.0,0.0,99.60000000000001,18.79693975446859,0.9953880500476925,16577.507209325304,189.7054778774717,0.02541825325082404
ppo_f1_128_128_64_32_multitrack,44,True,Silverstone,5.8868046875,1,1.0,0.0,0.0,104.5,17.751565670574152,0.9956132027269675,18353.885495717626,201.3658685304863,0.017351889300146743
ppo_f1_128_128_64_32_multitrack,44,True,Catalunya,4.64984375,1,1.0,0.0,0.0,89.7,19.29097079874996,0.9960422687254276,14643.869311052084,184.9990317191055,0.024594890479093943
ppo_f1_128_128_64_32_multitrack,44,True,Spa,7.00005029296875,1,0.0,1.0,0.0,,,0.9655261265910269,19502.500956066167,202.68349686300007,0.017403826250893983
ppo_f1_256_256_128_64_32_multitrack,44,True,Monza,5.7902021484375,1,0.0,1.0,0.0,,,0.16362873992248828,2302.469976831257,194.96189325311528,0.016230420768260957
ppo_f1_256_256_128_64_32_multitrack,44,True,Melbourne,5.29873486328125,1,1.0,0.0,0.0,95.7,18.060915005046624,0.9961732647524482,16538.01787434836,197.212164114205,0.025543865980337158
