episodes,timesteps,env_index,track_name,rewards,progress,lengths,success,lap_times,off_track,stalled
1,816,0,Monza,-760.3694852925837,0.004858144491460605,272,0.0,nan,1.0,0.0
2,1407,2,Silverstone,-968.4522705462296,0.006226601204229268,469,0.0,nan,1.0,0.0
3,3636,2,Silverstone,-1163.3696237674449,0.012147052265992135,743,0.0,nan,1.0,0.0
4,3858,1,Melbourne,-2057.662930997496,0.017933323374932236,1286,0.0,nan,1.0,0.0
5,4440,0,Monza,-1776.6177147432463,0.01605052615316789,1208,0.0,nan,1.0,0.0
6,4755,1,Melbourne,-805.7463095450366,0.004779986452028413,299,0.0,nan,1.0,0.0
7,5361,2,Silverstone,-1108.0053940401413,0.007028472377974575,575,0.0,nan,1.0,0.0
8,5472,1,Melbourne,-795.7069975712802,0.0036096285881920703,239,0.0,nan,1.0,0.0
9,6555,1,Melbourne,-871.6374464514665,0.0060032847979539635,361,0.0,nan,1.0,0.0
10,7119,2,Silverstone,-1005.3758354203892,0.010084193570166858,586,0.0,nan,1.0,0.0
11,7395,1,Melbourne,-791.2167554693297,0.0049343385973711846,280,0.0,nan,1.0,0.0
12,8073,0,Monza,-2087.4060200066306,0.014425297853813192,1211,0.0,nan,1.0,0.0
13,8793,2,Silverstone,-981.359697246924,0.008677046519559767,558,0.0,nan,1.0,0.0
14,9435,0,Monza,-941.2739754745271,0.006794187952540382,454,0.0,nan,1.0,0.0
15,9708,1,Melbourne,-1175.9876625597535,0.014380505591279758,771,0.0,nan,1.0,0.0
16,10542,0,Monza,-935.4946673636441,0.004346057380404364,369,0.0,nan,1.0,0.0
17,10767,1,Melbourne,-761.6208444824442,0.006763757084187531,353,0.0,nan,1.0,0.0
18,10905,2,Silverstone,-1011.5835059779638,0.012783800601451074,704,0.0,nan,1.0,0.0
19,12006,0,Monza,-953.4648500778712,0.006634447975575658,488,0.0,nan,1.0,0.0
20,12141,2,Silverstone,-855.0786691876128,0.008184581081099014,412,0.0,nan,1.0,0.0
21,12813,1,Melbourne,-1105.9759038018528,0.013761576526088877,682,0.0,nan,1.0,0.0
22,13392,2,Silverstone,-887.5528897850309,0.006874194603662057,417,0.0,nan,1.0,0.0
23,14037,0,Monza,-1190.889114398742,0.011225486016838452,677,0.0,nan,1.0,0.0
24,14382,2,Silverstone,-810.9181046537124,0.005697971728349022,330,0.0,nan,1.0,0.0
25,14907,0,Monza,-711.0729374820367,0.006836457802588458,290,0.0,nan,1.0,0.0
26,15390,2,Silverstone,-794.0730831557885,0.0060636142007216886,336,0.0,nan,1.0,0.0
27,15615,0,Monza,-635.3918299414217,0.00706692862589298,236,0.0,nan,1.0,0.0
28,16452,2,Silverstone,-796.9938490113709,0.005996179883239926,354,0.0,nan,1.0,0.0
29,16689,0,Monza,-849.3738941157353,0.005253899915451867,358,0.0,nan,1.0,0.0
30,16887,2,Silverstone,-612.5278895024676,0.003144441280551976,145,0.0,nan,1.0,0.0
31,16998,1,Melbourne,-2069.8507440784015,0.02036853947576851,1395,0.0,nan,1.0,0.0
32,17451,0,Monza,-749.9650488196639,0.0039064509399043745,254,0.0,nan,1.0,0.0
33,17877,1,Melbourne,-818.2919470483903,0.004634526833268075,293,0.0,nan,1.0,0.0
34,19482,1,Melbourne,-911.7086397497915,0.01277524327971493,535,0.0,nan,1.0,0.0
35,19545,0,Monza,-1074.950808662572,0.011711004260800885,698,0.0,nan,1.0,0.0
36,19914,1,Melbourne,-465.75771398842335,0.009255968290632466,144,0.0,nan,1.0,0.0
37,21138,2,Silverstone,-1664.33928318962,0.026050714588108204,1417,0.0,nan,1.0,0.0
38,21207,1,Melbourne,-820.0198545525491,0.010120478530353787,431,0.0,nan,1.0,0.0
39,21390,0,Monza,-908.2231393046095,0.014270195965133044,615,0.0,nan,1.0,0.0
40,22113,1,Melbourne,-832.6261427141726,0.005021098325634002,302,0.0,nan,1.0,0.0
41,22527,0,Monza,-899.8471325683058,0.0051748521335290435,379,0.0,nan,1.0,0.0
42,22854,1,Melbourne,-545.9320632210001,0.01288881881352685,247,0.0,nan,1.0,0.0
43,23304,0,Monza,-825.5335232324724,0.0034713139299331593,259,0.0,nan,1.0,0.0
44,23538,2,Silverstone,-1383.3058662096737,0.011834390937889428,800,0.0,nan,1.0,0.0
45,24261,0,Monza,-694.6319737462327,0.007028516822008893,319,0.0,nan,1.0,0.0
46,24507,1,Melbourne,-982.283484079875,0.011402016014104193,551,0.0,nan,1.0,0.0
47,24666,0,Monza,-546.9970372929238,0.004429458640648846,135,0.0,nan,1.0,0.0
48,24864,2,Silverstone,-1022.8538156254217,0.00697144766300691,442,0.0,nan,1.0,0.0
49,25629,0,Monza,-749.9114540684968,0.007163569519967982,321,0.0,nan,1.0,0.0
50,25983,0,Monza,-530.0047519161599,0.003822543706392483,118,0.0,nan,1.0,0.0
51,26103,2,Silverstone,-787.8676042736042,0.015816126108311623,413,0.0,nan,1.0,0.0
52,26142,1,Melbourne,-829.5582586796954,0.01657990847424609,545,0.0,nan,1.0,0.0
53,26796,0,Monza,-696.6621947561216,0.005808994754237821,271,0.0,nan,1.0,0.0
54,26823,1,Melbourne,-651.7505715545267,0.006901660359116162,227,0.0,nan,1.0,0.0
55,27195,0,Monza,-617.3014146294445,0.0023558536974924134,133,0.0,nan,1.0,0.0
56,27258,2,Silverstone,-958.4969358136877,0.006331858459929583,385,0.0,nan,1.0,0.0
57,27612,2,Silverstone,-559.7092911325162,0.0033893416950781076,118,0.0,nan,1.0,0.0
58,27882,1,Melbourne,-749.649951155996,0.00842744283464628,353,0.0,nan,1.0,0.0
