episodes,timesteps,env_index,track_name,rewards,progress,lengths,success,lap_times,off_track,stalled
1,1365,1,Melbourne,-1046.4121662164107,0.005711397979820692,455,0.0,nan,1.0,0.0
2,2505,1,Melbourne,-914.4465569476597,0.005378872775958368,380,0.0,nan,1.0,0.0
3,2538,2,Silverstone,-1282.0369294863194,0.01152595980682432,846,0.0,nan,1.0,0.0
4,3936,1,Melbourne,-1020.849333845079,0.005908738349523107,477,0.0,nan,1.0,0.0
5,4536,0,Monza,-1960.2926898938622,0.02066325252771595,1512,0.0,nan,1.0,0.0
6,5163,1,Melbourne,-923.3346821150044,0.0064732467646638455,409,0.0,nan,1.0,0.0
7,5868,1,Melbourne,-667.1806081854738,0.005271517403227425,235,0.0,nan,1.0,0.0
8,6438,0,Monza,-1199.8310710148653,0.006961601857394133,634,0.0,nan,1.0,0.0
9,6978,2,Silverstone,-1878.8287282530218,0.019244773384197444,1480,0.0,nan,1.0,0.0
10,7326,0,Monza,-827.6210132800043,0.003960126270688614,296,0.0,nan,1.0,0.0
11,7752,1,Melbourne,-1030.3900913415418,0.010438665686983617,628,0.0,nan,1.0,0.0
12,8661,2,Silverstone,-1036.2853826191276,0.009189315086309291,561,0.0,nan,1.0,0.0
13,8784,0,Monza,-975.5178392762318,0.006371805685351753,486,0.0,nan,1.0,0.0
14,9420,0,Monza,-566.6425697773229,0.007347448638231981,212,0.0,nan,1.0,0.0
15,9681,0,Monza,-493.8087231365498,0.004233731315039701,87,0.0,nan,1.0,0.0
16,10158,1,Melbourne,-1409.2072741739685,0.013125876063612988,802,0.0,nan,1.0,0.0
17,10266,2,Silverstone,-1039.3825710465899,0.007746693478927315,535,0.0,nan,1.0,0.0
18,10503,0,Monza,-779.6940833986737,0.004059286489990921,274,0.0,nan,1.0,0.0
19,10665,2,Silverstone,-578.6663965121843,0.0037491987509140545,133,0.0,nan,1.0,0.0
20,11358,1,Melbourne,-852.6953450674191,0.006182379361818845,400,0.0,nan,1.0,0.0
21,11385,2,Silverstone,-680.7007807949558,0.005117957800217913,240,0.0,nan,1.0,0.0
22,12279,0,Monza,-1006.425774448493,0.009079310803692998,592,0.0,nan,1.0,0.0
23,12291,1,Melbourne,-784.310634428286,0.00561851024101143,311,0.0,nan,1.0,0.0
24,13014,2,Silverstone,-1066.4132161572343,0.00798273432637347,543,0.0,nan,1.0,0.0
25,14295,1,Melbourne,-1154.5955659399042,0.009808226444088722,668,0.0,nan,1.0,0.0
26,14364,2,Silverstone,-869.0912326695397,0.00823428589629083,450,0.0,nan,1.0,0.0
27,14847,0,Monza,-1359.5795786401723,0.0155490855629467,856,0.0,nan,1.0,0.0
28,15468,1,Melbourne,-758.077644304838,0.010803728668648701,391,0.0,nan,1.0,0.0
29,17235,1,Melbourne,-1105.1674249470234,0.009493624519193068,589,0.0,nan,1.0,0.0
30,17574,2,Silverstone,-1630.52567208861,0.014440980290931386,1070,0.0,nan,1.0,0.0
31,19212,0,Monza,-1733.4669940743333,0.023704826495863585,1455,0.0,nan,1.0,0.0
32,20679,0,Monza,-848.7127075265162,0.010047617144195803,489,0.0,nan,1.0,0.0
33,21072,2,Silverstone,-1741.1330800838332,0.015001719865403424,1166,0.0,nan,1.0,0.0
34,22713,0,Monza,-818.6700890630018,0.01849366023928825,678,0.0,nan,1.0,0.0
35,23367,2,Silverstone,-1176.2291116595734,0.016382057523878217,765,0.0,nan,1.0,0.0
36,23835,0,Monza,-759.4812300173653,0.008293154839457213,374,0.0,nan,1.0,0.0
37,24240,2,Silverstone,-754.9968608687923,0.005547861942294141,291,0.0,nan,1.0,0.0
38,24261,1,Melbourne,-2706.277387533377,0.037700718838674735,2342,0.0,nan,1.0,0.0
39,24786,2,Silverstone,-554.8566340763064,0.005794605291926727,182,0.0,nan,1.0,0.0
