episodes,timesteps,seed,env_index,track_name,rewards,progress,lengths,success,lap_times,off_track,stalled
1,12008376,43,0,Monza,18002.389661423862,0.9957432469012932,1000,1.0,100.0,0.0,0.0
2,12008412,43,1,Melbourne,16249.7369781062,0.9951944417746387,1012,1.0,101.2,0.0,0.0
3,12008601,43,2,Silverstone,18100.115173473954,0.9957811664328723,1075,1.0,107.5,0.0,0.0
4,12011364,43,0,Monza,17998.24957306683,0.9954090515581699,996,1.0,99.60000000000001,0.0,0.0
5,12011436,43,1,Melbourne,16324.16653200984,0.9957570207879627,1008,1.0,100.80000000000001,0.0,0.0
6,12011811,43,2,Silverstone,18078.666659481823,0.9951438167458736,1070,1.0,107.0,0.0,0.0
7,12011919,43,0,Monza,2284.636224538088,0.1641211784049935,185,0.0,nan,1.0,0.0
8,12014460,43,1,Melbourne,16341.488490760326,0.9951881755382904,1008,1.0,100.80000000000001,0.0,0.0
9,12014877,43,0,Monza,17877.591665640473,0.9950209700620677,986,1.0,98.60000000000001,0.0,0.0
10,12014985,43,2,Silverstone,17960.110428839922,0.9954362809567479,1058,1.0,105.80000000000001,0.0,0.0
11,12017463,43,1,Melbourne,16306.023762948811,0.9955277502580445,1001,1.0,100.10000000000001,0.0,0.0
12,12017814,43,0,Monza,17840.008699327707,0.9956099229453311,979,1.0,97.9,0.0,0.0
13,12018144,43,2,Silverstone,18030.973445937037,0.9956609790699804,1053,1.0,105.30000000000001,0.0,0.0
14,12020439,43,1,Melbourne,16294.393481522799,0.9953815073597406,992,1.0,99.2,0.0,0.0
15,12020790,43,0,Monza,17939.897090747952,0.996064118281708,992,1.0,99.2,0.0,0.0
16,12021321,43,2,Silverstone,17875.030551597476,0.9951325362204401,1059,1.0,105.9,0.0,0.0
17,12023451,43,1,Melbourne,16276.130824565887,0.9951287384435167,1004,1.0,100.4,0.0,0.0
18,12023727,43,0,Monza,17861.790913388133,0.9955017289949836,979,1.0,97.9,0.0,0.0
19,12024537,43,2,Silverstone,17815.12872273475,0.995966714487247,1072,1.0,107.2,0.0,0.0
20,12026460,43,1,Melbourne,16342.065994553268,0.9962127051812283,1003,1.0,100.30000000000001,0.0,0.0
21,12026661,43,0,Monza,17858.093236222863,0.9959379622803676,978,1.0,97.80000000000001,0.0,0.0
22,12027672,43,2,Silverstone,17950.882403850555,0.9951867822765693,1045,1.0,104.5,0.0,0.0
23,12029490,43,1,Melbourne,16346.212379038334,0.9955350301502727,1010,1.0,101.0,0.0,0.0
24,12029601,43,0,Monza,17931.371313363314,0.9956610262453394,980,1.0,98.0,0.0,0.0
25,12030834,43,2,Silverstone,18093.165954127908,0.9952750357990793,1054,1.0,105.4,0.0,0.0
26,12032487,43,1,Melbourne,16191.017817437649,0.9958361780971264,999,1.0,99.9,0.0,0.0
27,12032577,43,0,Monza,17929.064769767225,0.9951634858657211,992,1.0,99.2,0.0,0.0
28,12033162,43,0,Monza,2372.4675559848547,0.16802623791841248,195,0.0,nan,1.0,0.0
29,12033735,43,0,Monza,2332.9941877499223,0.16846384154806232,191,0.0,nan,1.0,0.0
30,12033996,43,2,Silverstone,18069.50296585262,0.9950133441980277,1054,1.0,105.4,0.0,0.0
31,12035487,43,1,Melbourne,16374.877988040447,0.9957748058411275,1000,1.0,100.0,0.0,0.0
32,12036648,43,0,Monza,17901.297506786883,0.995493633422705,971,1.0,97.10000000000001,0.0,0.0
33,12037197,43,2,Silverstone,18062.754495881498,0.9958179110855714,1067,1.0,106.7,0.0,0.0
34,12038505,43,1,Melbourne,16265.279070094228,0.9954321901537339,1006,1.0,100.60000000000001,0.0,0.0
35,12038742,43,0,Monza,11206.27477338165,0.6879516970933691,698,0.0,nan,1.0,0.0
36,12040386,43,2,Silverstone,17911.87683558464,0.9960528114387183,1063,1.0,106.30000000000001,0.0,0.0
37,12041493,43,1,Melbourne,16426.864703655243,0.9954283198312834,996,1.0,99.60000000000001,0.0,0.0
38,12041739,43,0,Monza,17862.009113132954,0.9962686158106189,999,1.0,99.9,0.0,0.0
39,12043611,43,2,Silverstone,18108.688368931413,0.9959463100074186,1075,1.0,107.5,0.0,0.0
40,12044478,43,1,Melbourne,16216.240046165884,0.9962758282973834,995,1.0,99.5,0.0,0.0
41,12044721,43,0,Monza,17944.580908328295,0.9950517501025018,994,1.0,99.4,0.0,0.0
42,12045243,43,0,Monza,2257.799433991313,0.16094222215363474,174,0.0,nan,1.0,0.0
43,12046800,43,2,Silverstone,18111.70924475789,0.9954965820007936,1063,1.0,106.30000000000001,0.0,0.0
44,12047478,43,1,Melbourne,16173.500289984047,0.9957995943349168,1000,1.0,100.0,0.0,0.0
45,12048207,43,0,Monza,17892.73146213591,0.9952557416581452,988,1.0,98.80000000000001,0.0,0.0
46,12049965,43,2,Silverstone,17932.389762938023,0.9953574002237525,1055,1.0,105.5,0.0,0.0
47,12050532,43,1,Melbourne,16156.56606388092,0.9956864334785104,1018,1.0,101.80000000000001,0.0,0.0
