episodes,timesteps,seed,env_index,track_name,rewards,progress,lengths,success,lap_times,off_track,stalled
1,12006341,43,0,Monza,17974.5616055578,0.9957554745885889,965,1.0,96.5,0.0,0.0
2,12007340,43,0,Monza,17920.45712725818,0.9951494451075505,999,1.0,99.9,0.0,0.0
3,12008329,43,0,Monza,17887.697426751256,0.9951904289422105,989,1.0,98.9,0.0,0.0
4,12008491,43,0,Monza,1615.0665669441223,0.12446106731771933,162,0.0,nan,1.0,0.0
5,12009489,43,0,Monza,18014.901434987783,0.9955482785355851,998,1.0,99.80000000000001,0.0,0.0
6,12009648,43,0,Monza,1896.453232228756,0.14105942021450904,159,0.0,nan,1.0,0.0
7,12010650,43,0,Monza,17972.04096174985,0.9950008787069078,1002,1.0,100.2,0.0,0.0
8,12011418,43,0,Monza,12405.400592714548,0.7594056213967325,768,0.0,nan,1.0,0.0
9,12012081,43,0,Monza,11356.470604076982,0.7016958706003728,663,0.0,nan,1.0,0.0
10,12013073,43,0,Monza,17926.479043189436,0.9956278428318851,992,1.0,99.2,0.0,0.0
11,12014057,43,0,Monza,17917.10213815421,0.9962014900238094,984,1.0,98.4,0.0,0.0
12,12015043,43,0,Monza,17920.274893075228,0.9953061703271303,986,1.0,98.60000000000001,0.0,0.0
13,12015352,43,0,Monza,4867.804495424032,0.3143772767742922,309,0.0,nan,1.0,0.0
14,12016336,43,0,Monza,17846.577311731875,0.9951921576842075,984,1.0,98.4,0.0,0.0
15,12017303,43,0,Monza,17976.090154714882,0.9950518765958186,967,1.0,96.7,0.0,0.0
16,12017434,43,0,Monza,1301.9949903860688,0.10901352162959822,131,0.0,nan,1.0,0.0
17,12018417,43,0,Monza,17792.16643346846,0.9950004992269572,983,1.0,98.30000000000001,0.0,0.0
18,12019382,43,0,Monza,17837.630339369178,0.9959823192701437,965,1.0,96.5,0.0,0.0
19,12019461,43,0,Monza,282.7210812419653,0.047504986788194696,79,0.0,nan,1.0,0.0
20,12019729,43,0,Monza,3784.9009369835258,0.25472372426008577,268,0.0,nan,1.0,0.0
21,12020698,43,0,Monza,17958.61779410392,0.9951307662610953,969,1.0,96.9,0.0,0.0
22,12020922,43,0,Monza,3113.734311208129,0.21331666404403857,224,0.0,nan,1.0,0.0
23,12021891,43,0,Monza,17868.43796875328,0.9952372314694459,969,1.0,96.9,0.0,0.0
24,12022855,43,0,Monza,17929.078341051936,0.9951137318277593,964,1.0,96.4,0.0,0.0
25,12023836,43,0,Monza,17870.367559671402,0.9950235842572827,981,1.0,98.10000000000001,0.0,0.0
26,12023958,43,0,Monza,1067.8367096185684,0.0935351879952108,122,0.0,nan,1.0,0.0
27,12024342,43,0,Monza,6094.281888872385,0.39192103207752454,384,0.0,nan,1.0,0.0
28,12025325,43,0,Monza,17800.323545500636,0.9951839567008317,983,1.0,98.30000000000001,0.0,0.0
29,12026135,43,0,Monza,13332.800978064537,0.8200825680909308,810,0.0,nan,1.0,0.0
30,12027118,43,0,Monza,17939.167130604386,0.9959831203944838,983,1.0,98.30000000000001,0.0,0.0
31,12027992,43,0,Monza,15051.849425554276,0.9161708128646064,874,0.0,nan,1.0,0.0
32,12028990,43,0,Monza,17947.73667654395,0.995173858317703,998,1.0,99.80000000000001,0.0,0.0
33,12029966,43,0,Monza,17949.248020879924,0.9960776530666112,976,1.0,97.60000000000001,0.0,0.0
34,12030962,43,0,Monza,17984.239413127303,0.9958022981980437,996,1.0,99.60000000000001,0.0,0.0
35,12031759,43,0,Monza,13533.676746599376,0.825946840424633,797,0.0,nan,1.0,0.0
36,12031960,43,0,Monza,3000.396126806736,0.20276216709699693,201,0.0,nan,1.0,0.0
37,12032134,43,0,Monza,2019.4359791353345,0.14991875123436396,174,0.0,nan,1.0,0.0
38,12033117,43,0,Monza,17895.38129325211,0.9952881239472594,983,1.0,98.30000000000001,0.0,0.0
39,12033417,43,0,Monza,4364.556114733219,0.28568865575889496,300,0.0,nan,1.0,0.0
40,12034413,43,0,Monza,17901.94142971188,0.9957453129588018,996,1.0,99.60000000000001,0.0,0.0
41,12035400,43,0,Monza,17870.456896305084,0.9954512581615597,987,1.0,98.7,0.0,0.0
42,12036048,43,0,Monza,11071.377622179687,0.6830971576614387,648,0.0,nan,1.0,0.0
43,12037051,43,0,Monza,17935.750475794077,0.995580070522554,1003,1.0,100.30000000000001,0.0,0.0
44,12038041,43,0,Monza,17978.040885165334,0.9951595224084597,990,1.0,99.0,0.0,0.0
45,12039031,43,0,Monza,17939.880360141397,0.9954558540854053,990,1.0,99.0,0.0,0.0
46,12040019,43,0,Monza,18044.834050752223,0.996063274992929,988,1.0,98.80000000000001,0.0,0.0
47,12040061,43,0,Monza,-237.8893533796072,0.01585328090775652,42,0.0,nan,1.0,0.0
48,12041048,43,0,Monza,17931.067212842405,0.9962105132137449,987,1.0,98.7,0.0,0.0
49,12042035,43,0,Monza,17828.371536672115,0.995472298216596,987,1.0,98.7,0.0,0.0
50,12043022,43,0,Monza,17984.811498463154,0.9952382855804196,987,1.0,98.7,0.0,0.0
51,12043999,43,0,Monza,17992.228020474315,0.9961188319118014,977,1.0,97.7,0.0,0.0
52,12044157,43,0,Monza,1615.9777607023716,0.12974288799758887,158,0.0,nan,1.0,0.0
53,12045145,43,0,Monza,17851.80584523827,0.9954442588646938,988,1.0,98.80000000000001,0.0,0.0
54,12046128,43,0,Monza,17922.45654554665,0.995300435963433,983,1.0,98.30000000000001,0.0,0.0
55,12046436,43,0,Monza,4586.749451003969,0.30227598792545396,308,0.0,nan,1.0,0.0
56,12047351,43,0,Monza,15216.555881038308,0.9245351412770124,915,0.0,nan,1.0,0.0
57,12048335,43,0,Monza,17893.80226752907,0.9952900635114511,984,1.0,98.4,0.0,0.0
58,12049325,43,0,Monza,17960.576312616467,0.995705562433981,990,1.0,99.0,0.0,0.0
59,12050323,43,0,Monza,17897.21173948981,0.9951808259912396,998,1.0,99.80000000000001,0.0,0.0
60,12050406,43,0,Monza,90.37898927181959,0.035655577756538145,83,0.0,nan,1.0,0.0
61,12051398,43,0,Monza,17846.580640032887,0.9952052286602823,992,1.0,99.2,0.0,0.0
62,12052393,43,0,Monza,17810.000320248306,0.9953097332222216,995,1.0,99.5,0.0,0.0
63,12053375,43,0,Monza,17892.545297317207,0.9954354043325142,982,1.0,98.2,0.0,0.0
64,12054380,43,0,Monza,17965.110681295395,0.9953348421456167,1005,1.0,100.5,0.0,0.0
65,12055390,43,0,Monza,17934.224540248513,0.9952095715974942,1010,1.0,101.0,0.0,0.0
66,12055533,43,0,Monza,1351.5272500738502,0.11300709484148448,143,0.0,nan,1.0,0.0
67,12056524,43,0,Monza,17940.964708723128,0.9954921998317807,991,1.0,99.10000000000001,0.0,0.0
68,12057508,43,0,Monza,17884.462246462703,0.9950350529846773,984,1.0,98.4,0.0,0.0
69,12058509,43,0,Monza,17924.47754251212,0.9951555800334179,1001,1.0,100.10000000000001,0.0,0.0
70,12059518,43,0,Monza,18016.172072643414,0.9950945048435977,1009,1.0,100.9,0.0,0.0
71,12060527,43,0,Monza,18019.037888243794,0.9956814338337915,1009,1.0,100.9,0.0,0.0
72,12061531,43,0,Monza,17972.068371102214,0.9950379834131844,1004,1.0,100.4,0.0,0.0
73,12062526,43,0,Monza,17969.566455088556,0.9951778639394033,995,1.0,99.5,0.0,0.0
74,12063527,43,0,Monza,17909.3373927027,0.9954552216188209,1001,1.0,100.10000000000001,0.0,0.0
75,12064549,43,0,Monza,17993.54930138588,0.9957270557567361,1022,1.0,102.2,0.0,0.0
76,12065554,43,0,Monza,17929.30083732307,0.9955104991982854,1005,1.0,100.5,0.0,0.0
77,12065704,43,0,Monza,1507.6440493240952,0.12932837730409685,150,0.0,nan,1.0,0.0
78,12066714,43,0,Monza,17854.192320607603,0.9961778146913386,1010,1.0,101.0,0.0,0.0
79,12067706,43,0,Monza,17982.06717609614,0.996092368455805,992,1.0,99.2,0.0,0.0
80,12068699,43,0,Monza,17838.849578522146,0.9954202251344919,993,1.0,99.30000000000001,0.0,0.0
81,12069694,43,0,Monza,17869.607942081988,0.9954627479711737,995,1.0,99.5,0.0,0.0
82,12070518,43,0,Monza,13504.481986559927,0.8188959975321998,824,0.0,nan,1.0,0.0
83,12071521,43,0,Monza,17946.382467493415,0.9958544977734647,1003,1.0,100.30000000000001,0.0,0.0
84,12072525,43,0,Monza,17902.35220888257,0.9954245048250454,1004,1.0,100.4,0.0,0.0
85,12073504,43,0,Monza,17977.845406733453,0.9954426144515748,979,1.0,97.9,0.0,0.0
86,12074506,43,0,Monza,17912.67633638531,0.9960581309313771,1002,1.0,100.2,0.0,0.0
87,12075324,43,0,Monza,13791.242872841656,0.8428474859959248,818,0.0,nan,1.0,0.0
88,12076339,43,0,Monza,18056.120959296823,0.996206370557618,1015,1.0,101.5,0.0,0.0
89,12077314,43,0,Monza,17890.38351478614,0.9954170206371317,975,1.0,97.5,0.0,0.0
90,12077904,43,0,Monza,9558.197573117912,0.5888475775770863,590,0.0,nan,1.0,0.0
91,12078913,43,0,Monza,17910.61298338324,0.9953871260499156,1009,1.0,100.9,0.0,0.0
92,12079907,43,0,Monza,17943.345439955592,0.9956928340439728,994,1.0,99.4,0.0,0.0
93,12080911,43,0,Monza,17913.572861239314,0.9955933944852624,1004,1.0,100.4,0.0,0.0
94,12081071,43,0,Monza,2007.3254937678576,0.14784724397204532,160,0.0,nan,1.0,0.0
95,12081151,43,0,Monza,-38.60766752064228,0.032015975009643004,80,0.0,nan,1.0,0.0
96,12082145,43,0,Monza,17784.414774544537,0.9955743361588567,994,1.0,99.4,0.0,0.0
97,12083145,43,0,Monza,17995.82651847601,0.9954389250631666,1000,1.0,100.0,0.0,0.0
98,12084025,43,0,Monza,14375.746327534318,0.8756514827462273,880,0.0,nan,1.0,0.0
99,12085012,43,0,Monza,17856.22181776911,0.9956523403709155,987,1.0,98.7,0.0,0.0
100,12086001,43,0,Monza,17834.14189185202,0.9955931151458544,989,1.0,98.9,0.0,0.0
101,12086975,43,0,Monza,17791.299064598978,0.9951449335125828,974,1.0,97.4,0.0,0.0
102,12087965,43,0,Monza,17883.246221631765,0.9952549616160247,990,1.0,99.0,0.0,0.0
103,12088156,43,0,Monza,2416.4605782553554,0.17178895028593394,191,0.0,nan,1.0,0.0
104,12089142,43,0,Monza,17752.56853671372,0.9958885877223562,986,1.0,98.60000000000001,0.0,0.0
105,12089663,43,0,Monza,8244.869194478728,0.5239985228953746,521,0.0,nan,1.0,0.0
106,12090659,43,0,Monza,17936.422435633838,0.9960541674741157,996,1.0,99.60000000000001,0.0,0.0
107,12090970,43,0,Monza,4494.618680074811,0.29747399592556595,311,0.0,nan,1.0,0.0
108,12091943,43,0,Monza,17753.66700360179,0.9959057381078995,973,1.0,97.30000000000001,0.0,0.0
109,12092480,43,0,Monza,8484.667961761355,0.5282587967247339,537,0.0,nan,1.0,0.0
110,12092674,43,0,Monza,2259.5895024091005,0.16414859583142116,194,0.0,nan,1.0,0.0
111,12093683,43,0,Monza,17843.577709943056,0.9952758119310857,1009,1.0,100.9,0.0,0.0
112,12094681,43,0,Monza,17864.146914809942,0.9950801689343545,998,1.0,99.80000000000001,0.0,0.0
113,12095651,43,0,Monza,17863.07733119279,0.9954190445302012,970,1.0,97.0,0.0,0.0
114,12096624,43,0,Monza,17822.917111575603,0.9955036263947364,973,1.0,97.30000000000001,0.0,0.0
115,12097479,43,0,Monza,13708.106390878558,0.8441506201461352,855,0.0,nan,1.0,0.0
116,12098045,43,0,Monza,9513.088924087584,0.5879689444571219,566,0.0,nan,1.0,0.0
117,12099023,43,0,Monza,17812.429363064468,0.995570667852668,978,1.0,97.80000000000001,0.0,0.0
118,12100020,43,0,Monza,17888.66471450776,0.9960410121691631,997,1.0,99.7,0.0,0.0
119,12100736,43,0,Monza,11592.73974969238,0.7199171485640394,716,0.0,nan,1.0,0.0
120,12101143,43,0,Monza,6294.014070533216,0.40537402851024434,407,0.0,nan,1.0,0.0
121,12102142,43,0,Monza,17796.418738521636,0.9957169257502783,999,1.0,99.9,0.0,0.0
122,12103125,43,0,Monza,17756.419421561062,0.9961746734406368,983,1.0,98.30000000000001,0.0,0.0
123,12104108,43,0,Monza,17899.70633661002,0.9959731274224525,983,1.0,98.30000000000001,0.0,0.0
124,12104203,43,0,Monza,437.2935989052057,0.05586653234762994,95,0.0,nan,1.0,0.0
125,12105173,43,0,Monza,17878.662074528635,0.9951172209350825,970,1.0,97.0,0.0,0.0
126,12106182,43,0,Monza,17777.49140045792,0.9951175477094844,1009,1.0,100.9,0.0,0.0
127,12107157,43,0,Monza,17859.364449977875,0.9954753973028589,975,1.0,97.5,0.0,0.0
128,12108165,43,0,Monza,17888.19723173231,0.9961516641745375,1008,1.0,100.80000000000001,0.0,0.0
129,12109162,43,0,Monza,17907.08339907974,0.9953485877527146,997,1.0,99.7,0.0,0.0
130,12110155,43,0,Monza,17950.001409456134,0.9954986509909403,993,1.0,99.30000000000001,0.0,0.0
131,12111149,43,0,Monza,17981.464145235717,0.9950305835541485,994,1.0,99.4,0.0,0.0
132,12112135,43,0,Monza,17840.90973544866,0.9961144204573762,986,1.0,98.60000000000001,0.0,0.0
133,12113130,43,0,Monza,17929.133580878377,0.9953029658297701,995,1.0,99.5,0.0,0.0
134,12114126,43,0,Monza,17739.400903642178,0.9960856643100119,996,1.0,99.60000000000001,0.0,0.0
135,12115117,43,0,Monza,17777.65134209767,0.9951115392769339,991,1.0,99.10000000000001,0.0,0.0
136,12115603,43,0,Monza,7821.5436644256115,0.49460446973411276,486,0.0,nan,1.0,0.0
137,12116580,43,0,Monza,17933.31615331024,0.9950407030194967,977,1.0,97.7,0.0,0.0
138,12116920,43,0,Monza,5105.402998201549,0.3361624512347181,340,0.0,nan,1.0,0.0
139,12117370,43,0,Monza,7405.841467864811,0.4707734977780184,450,0.0,nan,1.0,0.0
140,12118356,43,0,Monza,17846.91627974063,0.995604947541535,986,1.0,98.60000000000001,0.0,0.0
141,12119322,43,0,Monza,17807.92717770487,0.9951745645720554,966,1.0,96.60000000000001,0.0,0.0
142,12120325,43,0,Monza,17775.407942175865,0.9954750705284571,1003,1.0,100.30000000000001,0.0,0.0
143,12121326,43,0,Monza,17860.726846642792,0.9950032609977084,1001,1.0,100.10000000000001,0.0,0.0
144,12122319,43,0,Monza,17895.948814839125,0.9954193396812739,993,1.0,99.30000000000001,0.0,0.0
145,12123317,43,0,Monza,17901.493848741055,0.9956483769136542,998,1.0,99.80000000000001,0.0,0.0
146,12123583,43,0,Monza,3779.718075737357,0.24960307451282784,266,0.0,nan,1.0,0.0
147,12124053,43,0,Monza,6612.694320991635,0.4210027521572592,470,0.0,nan,1.0,0.0
148,12125029,43,0,Monza,17786.02152711153,0.9956315111380739,976,1.0,97.60000000000001,0.0,0.0
149,12125889,43,0,Monza,14267.539613939822,0.8818738892832669,860,0.0,nan,1.0,0.0
150,12126857,43,0,Monza,17893.24945475906,0.9954120873977744,968,1.0,96.80000000000001,0.0,0.0
151,12127537,43,0,Monza,11451.552179008722,0.7056991310921079,680,0.0,nan,1.0,0.0
152,12128057,43,0,Monza,8118.7336732670665,0.5136209795574994,520,0.0,nan,1.0,0.0
153,12129030,43,0,Monza,17785.137242116034,0.9956932398766977,973,1.0,97.30000000000001,0.0,0.0
154,12130017,43,0,Monza,17758.308886036277,0.9952812933081494,987,1.0,98.7,0.0,0.0
155,12131006,43,0,Monza,17879.039290361106,0.995450963010487,989,1.0,98.9,0.0,0.0
156,12131493,43,0,Monza,7656.50968284905,0.48095122383970634,487,0.0,nan,1.0,0.0
157,12132486,43,0,Monza,17797.913485832512,0.9952968941505611,993,1.0,99.30000000000001,0.0,0.0
158,12133465,43,0,Monza,17792.33008785546,0.9957438793678774,979,1.0,97.9,0.0,0.0
159,12134001,43,0,Monza,8286.753172256052,0.5212507401967258,536,0.0,nan,1.0,0.0
160,12134744,43,0,Monza,12445.763178698719,0.7597739910176252,743,0.0,nan,1.0,0.0
161,12135737,43,0,Monza,17825.849402859807,0.9957025160532669,993,1.0,99.30000000000001,0.0,0.0
162,12136722,43,0,Monza,17830.676339030266,0.9952621084884268,985,1.0,98.5,0.0,0.0
163,12136924,43,0,Monza,2364.8489281088114,0.17141429816363749,202,0.0,nan,1.0,0.0
164,12137907,43,0,Monza,17805.44762626849,0.9955671260397961,983,1.0,98.30000000000001,0.0,0.0
165,12138537,43,0,Monza,9817.027071461082,0.6154996983556037,630,0.0,nan,1.0,0.0
166,12139528,43,0,Monza,17861.8751725927,0.9954522279436555,991,1.0,99.10000000000001,0.0,0.0
167,12140523,43,0,Monza,17795.093430370092,0.995812291170075,995,1.0,99.5,0.0,0.0
168,12141520,43,0,Monza,17762.12723121047,0.9959629236282264,997,1.0,99.7,0.0,0.0
169,12142107,43,0,Monza,8809.105498887599,0.5547406574987683,587,0.0,nan,1.0,0.0
170,12142451,43,0,Monza,5187.183126926422,0.3391844292798634,344,0.0,nan,1.0,0.0
171,12143434,43,0,Monza,17816.20732475072,0.9958552778155852,983,1.0,98.30000000000001,0.0,0.0
172,12144409,43,0,Monza,17833.922870397568,0.9955906116322917,975,1.0,97.5,0.0,0.0
173,12144771,43,0,Monza,5718.711928859353,0.36616136381383757,362,0.0,nan,1.0,0.0
174,12145384,43,0,Monza,10080.914924807847,0.6287035029541249,613,0.0,nan,1.0,0.0
175,12146382,43,0,Monza,17892.330580338836,0.9958044275022107,998,1.0,99.80000000000001,0.0,0.0
176,12147364,43,0,Monza,17856.121262796223,0.9956344204843615,982,1.0,98.2,0.0,0.0
177,12147555,43,0,Monza,2403.0926778167486,0.17376529240954083,191,0.0,nan,1.0,0.0
178,12148528,43,0,Monza,17824.127348676324,0.9952669152344672,973,1.0,97.30000000000001,0.0,0.0
179,12149162,43,0,Monza,10584.701091334224,0.6612351912165739,634,0.0,nan,1.0,0.0
180,12150110,43,0,Monza,15531.943830870092,0.9488866226908435,948,0.0,nan,1.0,0.0
181,12151097,43,0,Monza,17821.558083705604,0.9951150178431473,987,1.0,98.7,0.0,0.0
182,12152089,43,0,Monza,17760.64358419925,0.9951445118681933,992,1.0,99.2,0.0,0.0
183,12153095,43,0,Monza,17879.440330065787,0.995998257428067,1006,1.0,100.60000000000001,0.0,0.0
184,12154093,43,0,Monza,17666.10957915336,0.9953668238725608,998,1.0,99.80000000000001,0.0,0.0
185,12155076,43,0,Monza,17911.14326427132,0.9953282223287014,983,1.0,98.30000000000001,0.0,0.0
186,12155795,43,0,Monza,11644.5415719077,0.719987647505965,719,0.0,nan,1.0,0.0
